Date,AAPL,MSFT,SPY,TLT,GLD
2022-05-05,97.586427,55.091607,98.021082,105.9371,121.209908
2022-05-06,98.404081,55.807424,98.309745,106.516175,122.087823
2022-05-09,98.94708,56.080804,99.427587,106.77017,122.892448
2022-05-10,96.32297,55.381514,98.417213,106.139583,122.214296
2022-05-11,96.759592,54.460028,98.205785,106.774834,120.979717
2022-05-12,95.095229,53.26198,96.976541,107.578245,120.604237
2022-05-13,94.663054,53.831832,96.451129,108.064993,121.922395
2022-05-16,95.830122,53.328835,95.308938,108.579648,122.561844
2022-05-17,95.49743,53.760988,94.820576,107.948876,123.042335
2022-05-18,94.714223,53.826624,94.199612,108.218615,123.658007
2022-05-19,92.539853,53.092277,92.671065,109.106065,122.611941
2022-05-20,91.721873,54.569552,92.92524,109.63164,121.846983
2022-05-23,92.473077,54.683542,93.805746,109.177985,122.423923
2022-05-24,89.815346,52.104717,90.889385,110.621126,122.508754
2022-05-25,88.926035,51.696422,90.575576,110.907321,123.073973
2022-05-26,88.573648,51.427167,90.659757,110.246217,123.257874
2022-05-27,89.933719,52.206496,92.693272,111.12081,122.584093
2022-05-30,88.917663,52.171567,91.918773,111.283417,123.600435
2022-05-31,89.119876,52.611783,92.279264,111.855304,123.502374
2022-06-01,90.587928,53.004921,93.003035,112.560737,121.242587
2022-06-02,91.739688,52.273952,93.643706,112.550053,123.135898
2022-06-03,92.516473,52.592219,94.793753,113.919888,125.813962
2022-06-06,94.26592,52.067683,94.71205,113.006189,124.096988
2022-06-07,95.211337,52.864686,95.474308,113.93548,126.127803
2022-06-08,94.193297,53.519001,95.666766,114.29371,127.016146
2022-06-09,94.699397,53.914322,95.794355,114.043498,126.263601
2022-06-10,97.380668,55.094773,97.524512,115.445574,126.647485
2022-06-13,96.305219,54.570652,96.748139,115.399221,127.931494
2022-06-14,96.188866,53.942501,96.385678,115.881351,130.584733
